1.0000000000000000833e-030		0
1.023292992280754167e-030		0
1.0471285480508995665e-030		0
1.071519305237606479e-030		0
1.0964781961431850282e-030		0
1.1220184543019634012e-030		0
1.1481536214968828311e-030		0
1.1748975549395295234e-030		0
1.2022644346174129548e-030		0
1.2302687708123816009e-030		0
1.2589254117941671655e-030		0
1.2882495516931340392e-030		0
1.318256738556407054e-030		0
1.3489628825916535963e-030		0
1.380384264602884773e-030		0
1.4125375446227543544e-030		0
1.4454397707459275831e-030		0
1.4791083881682073641e-030		0
1.5135612484362081779e-030		0
1.548816618912481383e-030		0
1.5848931924611134634e-030		0
1.6218100973589299989e-030		0
1.6595869074375607568e-030		0
1.6982436524617442598e-030		0
1.7378008287493754333e-030		0
1.7782794100389227178e-030		0
1.8197008586099834438e-030		0
1.8620871366628674755e-030		0
1.9054607179632473199e-030		0
1.9498445997580453178e-030		0
1.9952623149688795247e-030		0
2.0417379446695293191e-030		0
2.0892961308540394206e-030		0
2.1379620895022319907e-030		0
2.1877616239495527341e-030		0
2.2387211385683394689e-030		0
2.2908676527677729426e-030		0
2.3442288153199220618e-030		0
2.3988329190194904851e-030		0
2.4547089156850302238e-030		0
2.5118864315095802261e-030		0
2.5703957827688637796e-030		0
2.6302679918953817592e-030		0
2.6915348039269156583e-030		0
2.7542287033381662895e-030		0
2.8183829312644537253e-030		0
2.8840315031266058359e-030		0
2.9512092266663855886e-030		0
3.0199517204020160662e-030		0
3.0902954325135905731e-030		0
3.1622776601683794064e-030		0
3.2359365692962827397e-030		0
3.3113112148259106301e-030		0
3.3884415613920251471e-030		0
3.4673685045253160886e-030		0
3.5481338923357543039e-030		0
3.6307805477010136208e-030		0
3.7153522909717252768e-030		0
3.8018939632056118189e-030		0
3.8904514499428059731e-030		0
3.9810717055349724764e-030		0
4.073802778041127619e-030		0
4.1686938347033539265e-030		0
4.2657951880159269064e-030		0
4.3651583224016594521e-030		0
4.4668359215096310306e-030		0
4.5708818961487504443e-030		0
4.6773514128719821065e-030		0
4.7863009232263831676e-030		0
4.8977881936844617643e-030		0
5.0118723362727225917e-030		0
5.1286138399136485579e-030		0
5.2480746024977260064e-030		0
5.370317963702527374e-030		0
5.4954087385762456013e-030		0
5.6234132519034907989e-030		0
5.7543993733715695529e-030		0
5.8884365535558897446e-030		0
6.0255958607435772703e-030		0
6.1659500186148219452e-030		0
6.3095734448019323064e-030		0
6.4565422903465547679e-030		0
6.6069344800759595975e-030		0
6.7608297539198174658e-030		0
6.9183097091893653597e-030		0
7.0794578438413791337e-030		0
7.2443596007499003599e-030		0
7.4131024130091745156e-030		0
7.5857757502918383795e-030		0
7.7624711662869171967e-030		0
7.943282347242814346e-030		0
8.1283051616409919231e-030		0
8.3176377110267104715e-030		0
8.5113803820237650227e-030		0
8.7096358995608062096e-030		0
8.9125093813374559916e-030		0
9.1201083935590973534e-030		0
9.3325430079699109775e-030		0
9.5499258602143596779e-030		0
9.7723722095581075056e-030		0
9.9999999999999994321e-030		0
1.023292992280754167e-029		0
1.0471285480508995314e-029		0
1.071519305237606479e-029		0
1.0964781961431850633e-029		0
1.1220184543019634362e-029		0
1.148153621496882691e-029		0
1.1748975549395294884e-029		0
